Station number,Station name,Region,Rainfall (mm),Latitude (°),Longitude (°),Elevation (m)
23379,MOUNT RUFUS (DUTTON),SA,1.4,-34.31,139.12,512
24519,MILANG,SA,1.4,-35.41,138.97,8
25502,COOKE PLAINS,SA,1.4,-35.38,139.56,6
35109,BOOROONDARRA,QLD,1.4,-22.82,148.49,200
35146,EMERALD RADAR AL,QLD,1.4,-23.55,148.24,188
42115,LUNDAVRA TM,QLD,1.4,-28.07,149.98,240
62010,STUART TOWN (MOOKER HILL),NSW,1.4,-32.82,149.07,600
67113,PENRITH LAKES AWS,NSW,1.4,-33.72,150.68,25
68151,JERVIS BAY (POINT PERPENDICULAR AWS),NSW,1.4,-35.09,150.80,85
72023,HUME RESERVOIR,NSW,1.4,-36.10,147.03,184
81063,AVOCA,VIC,1.4,-37.08,143.48,213
94250,HOBART AIRPORT,TAS,1.4,-42.83,147.51,2
10520,BOSCABEL,WA,1.3,-33.66,117.05,260
8200,ERADU,WA,1.2,-28.69,115.04,160
8202,BINDI BINDI NORTH,WA,1.2,-30.62,116.38,315
8300,TABLETOP,WA,1.2,-29.07,115.09,240
8302,WONGAN HILLS NORTH,WA,1.2,-30.85,116.72,341
8305,PORT DENISON,WA,1.2,-29.28,114.95,20
9917,PERIVALE ORCHARD,WA,1.2,-33.71,115.79,100
10089,LONG FOREST,WA,1.2,-31.35,116.65,299
10524,BROOKTON,WA,1.2,-32.37,117.01,250
10626,PINGELLY,WA,1.2,-32.53,117.08,297
10647,WAGIN,WA,1.2,-33.31,117.34,256
10919,WILGARRA,WA,1.2,-32.69,116.61,399
23382,ANGASTON (MILTON PARK (CORNBROOK)),SA,1.2,-34.50,139.08,356
23383,GOMERSAL (WOODBRIDGE),SA,1.2,-34.54,138.91,217
24575,KEYNETON (SEDAN HILL RNDSUP),SA,1.2,-34.54,139.19,462
24594,RODWELL CREEK (HIGHLAND VALLEY (GREENHOL,SA,1.2,-35.20,138.92,196
35093,MT MOFFATT NATIONAL PARK,QLD,1.2,-25.02,147.95,610
35129,ROLLESTON AIRPORT,QLD,1.2,-24.46,148.63,220
38076,WINDORAH AIRPORT,QLD,1.2,-25.41,142.66,132
43109,ST GEORGE AIRPORT,QLD,1.2,-28.05,148.60,199
46128,FOWLERS GAP AWS,NSW,1.2,-31.09,141.70,181
46137,BOULLIA,NSW,1.2,-30.07,141.88,100
49000,IVANHOE AERODROME AWS,NSW,1.2,-32.88,144.31,100
65068,PARKES AIRPORT AWS,NSW,1.2,-33.13,148.24,323
65098,NEUREA (FERNFIELD),NSW,1.2,-32.68,148.92,335
65103,FORBES AIRPORT AWS,NSW,1.2,-33.36,147.92,230
66037,SYDNEY AIRPORT AMO,NSW,1.2,-33.95,151.17,6
66126,COLLAROY (LONG REEF GOLF CLUB),NSW,1.2,-33.74,151.31,2
66194,CANTERBURY RACECOURSE AWS,NSW,1.2,-33.91,151.11,3
68241,ALBION PARK (SHELLHARBOUR AIRPORT),NSW,1.2,-34.56,150.79,8
68257,CAMPBELLTOWN (MOUNT ANNAN),NSW,1.2,-34.06,150.77,112
69128,NERRIGA AWS,NSW,1.2,-35.11,150.08,622
69152,CATHCART (MOUNT DARRAGH),NSW,1.2,-36.84,149.52,880
72160,ALBURY AIRPORT AWS,NSW,1.2,-36.07,146.95,164
77052,WOOMELANG,VIC,1.2,-35.68,142.67,79
77100,BIRCHIP (MARLBED COMPARISON),VIC,1.2,-35.80,142.88,90
80024,KERANG (MERAN DOWNS),VIC,1.2,-35.87,143.80,80
3003,BROOME AIRPORT,WA,1.0,-17.95,122.24,7
7019,BULLOO DOWNS,WA,1.0,-24.00,119.57,600
8037,COOROW,WA,1.0,-29.88,116.02,267
8316,YALLALIE BASIN,WA,1.0,-30.38,115.85,274
9037,BADGINGARRA RESEARCH STN,WA,1.0,-30.34,115.54,275
10000,AMERY ACRES,WA,1.0,-31.17,117.07,340
10502,AMELUP,WA,1.0,-34.26,118.22,210
10503,ARDATH,WA,1.0,-32.05,118.07,280
10536,CORRIGIN,WA,1.0,-32.33,117.87,295
10627,PINGRUP,WA,1.0,-33.53,118.51,280
10923,WILLIAMS NORTH,WA,1.0,-33.00,116.85,298
12239,BULGA DOWNS,WA,1.0,-28.50,119.74,439
17110,LEIGH CREEK AIRPORT,SA,1.0,-30.60,138.42,259
21033,MINTARO,SA,1.0,-33.91,138.72,418
21034,MOUNT BRYAN,SA,1.0,-33.56,138.90,519
24531,SEDAN,SA,1.0,-34.57,139.30,95
25002,PURNONG (CLAYPANS),SA,1.0,-34.83,139.67,92
29034,MCKINLAY ROADHOUSE,QLD,1.0,-21.27,141.29,164
31182,GREENHAVEN ALERT,QLD,1.0,-17.59,145.60,860
31185,MILLAA MILLAA ALERT,QLD,1.0,-17.52,145.61,861
31200,RAVENSHOE ALERT,QLD,1.0,-17.59,145.53,1080
32037,SOUTH JOHNSTONE EXP STN,QLD,1.0,-17.61,146.00,18
32117,ALLINGHAM FORREST DRIVE,QLD,1.0,-18.69,146.30,10
32155,CENTRAL MILL TM,QLD,1.0,-17.61,145.98,4
32161,CORSIS ALERT,QLD,1.0,-17.60,145.90,48
32162,CRAWFORDS LOOKOUT ALERT,QLD,1.0,-17.62,145.80,338
32164,MENAVALE ALERT,QLD,1.0,-17.68,145.89,134
32186,MICHAEL CREEK ALERT,QLD,1.0,-18.85,145.91,742
33068,MIRANI MARY STREET,QLD,1.0,-21.16,148.87,43
33290,MT PLEASANT ALERT,QLD,1.0,-20.29,147.90,191
35205,WOORARRA,QLD,1.0,-24.02,147.92,288
41489,MEDPARK BRIDGE TM,QLD,1.0,-28.30,150.29,216
41495,TERRAINE TM,QLD,1.0,-28.48,151.28,318
43038,WALLUMBILLA POST OFFICE,QLD,1.0,-26.59,149.19,322
43100,OLD CASHMERE TM,QLD,1.0,-27.73,148.47,24
43102,MITCHELL TM,QLD,1.0,-26.49,147.98,326
44174,WALLEN,QLD,1.0,-27.62,145.83,221
44230,BINNOWEE AL,QLD,1.0,-26.48,146.09,200
44234,BARRADEEN AL,QLD,1.0,-26.04,146.43,355
47110,NELIA GAARI,NSW,1.0,-32.01,142.82,86
54081,BINGARA (GLENROY),NSW,1.0,-29.70,150.41,285
61110,HOWES VALLEY (COMMISSION RD),NSW,1.0,-32.87,150.79,235
61226,WOLLOMBI (ST JOHNS CHURCH),NSW,1.0,-32.94,151.14,97
61336,PUTTY (THE GIBBA),NSW,1.0,-33.16,150.68,330
62106,MOLONG (BONNIE DOON),NSW,1.0,-32.99,148.93,560
65041,MOLONG POST OFFICE,NSW,1.0,-33.10,148.87,540
66014,CRONULLA SOUTH BOWLING CLUB,NSW,1.0,-34.07,151.15,31
67019,PROSPECT RESERVOIR,NSW,1.0,-33.82,150.91,61
67105,RICHMOND RAAF,NSW,1.0,-33.60,150.78,19
68192,CAMDEN AIRPORT AWS,NSW,1.0,-34.04,150.69,74
68216,MENANGLE BRIDGE (NEPEAN RIVER),NSW,1.0,-34.12,150.74,-999
69049,NERRIGA COMPOSITE,NSW,1.0,-35.12,150.08,630
69127,ARALUEN LOWER (ARALUEN RD),NSW,1.0,-35.69,149.84,145
70119,BIG HILL (GLEN DUSK),NSW,1.0,-34.57,150.00,648
70237,NIMMITABEL (COTTESLOE),NSW,1.0,-36.59,149.38,1190
74110,URANA POST OFFICE,NSW,1.0,-35.33,146.27,125
3101,DAMPIER DOWNS AIRSTRIP,WA,0.8,-18.51,123.47,140
8088,MINGENEW,WA,0.8,-29.19,115.44,153
8317,ANRO TBRG,WA,0.8,-30.36,116.29,320
9575,MARRADONG,WA,0.8,-32.86,116.45,250
10007,BENCUBBIN,WA,0.8,-30.81,117.86,359
10031,YORKRAKINE TBRG,WA,0.8,-31.37,117.59,300
10058,GOOMALLING,WA,0.8,-31.30,116.83,239
10614,NARROGIN,WA,0.8,-32.93,117.18,338
10628,QUAIRADING,WA,0.8,-32.01,117.40,250
10635,RIVERDALE,WA,0.8,-33.79,116.91,260
17089,KALAMURINA,SA,0.8,-27.72,138.25,5
21140,WATERLOO EAST (SCHUTZ ROAD),SA,0.8,-34.00,138.91,498
23348,SHEA-OAK LOG (GREENOCK CREEK),SA,0.8,-34.51,138.84,140
23372,BAROSSA VALLEY (DUCKPONDS CREEK),SA,0.8,-34.45,139.06,352
23822,HARTLEY (PINE HILL),SA,0.8,-35.18,139.02,63
41469,MACALISTER,QLD,0.8,-27.03,151.09,337
46139,GRASMERE,NSW,0.8,-31.42,142.63,172
61143,BULGA (DOWN TOWN),NSW,0.8,-32.65,151.02,69
67081,SHANES PARK (SOUTH CREEK ROAD),NSW,0.8,-33.71,150.77,26
70217,COOMA AIRPORT AWS,NSW,0.8,-36.29,148.97,930
71019,SNOWY RIVER @ DALGETY WEIR,NSW,0.8,-36.51,148.83,-999
71022,BERRIDALE (BOLTON STREET),NSW,0.8,-36.37,148.83,895
77010,HOPETOUN AIRPORT,VIC,0.8,-35.72,142.36,77
77034,QUAMBATOOK SOUTH,VIC,0.8,-35.93,143.50,95
200100,VARANUS ISLAND,WA,0.8,-20.66,115.58,24
1035,PARRY CREEK FARM,WA,0.7,-15.60,128.28,20
21007,BRINKWORTH,SA,0.7,-33.69,138.40,178
3024,UDIALLA,WA,0.6,-17.95,123.74,20
4032,PORT HEDLAND AIRPORT,WA,0.6,-20.37,118.63,6
8008,BERKSHIRE VALLEY,WA,0.6,-30.58,116.14,230
8254,KONDUT,WA,0.6,-30.71,116.77,280
8299,ARRADALE,WA,0.6,-29.11,115.32,270
8307,COOLANGATTA ALERT,WA,0.6,-28.89,115.44,260
10009,BOLGART,WA,0.6,-31.27,116.51,240
10041,DOONGIN PEAK,WA,0.6,-31.62,117.44,250
10245,BERRING,WA,0.6,-31.30,116.90,257
10556,COONDEE,WA,0.6,-32.48,116.81,262
14041,MIDDLE POINT,NT,0.6,-12.61,131.30,14
14948,PORT KEATS AIRPORT,NT,0.6,-14.25,129.53,28
15131,ELLIOTT,NT,0.6,-17.56,133.54,220
16047,TODMORDEN,SA,0.6,-27.14,134.76,200
20020,YUNTA (PANARAMITEE),SA,0.6,-32.64,139.65,275
21127,SEVENHILL,SA,0.6,-33.88,138.64,480
21133,SNOWTOWN (RAYVILLE PARK),SA,0.6,-33.77,138.22,109
21137,HOYLETON (ROCKLEIGH),SA,0.6,-34.00,138.57,224
23128,BALAKLAVA (DONALEEN RNDSUP),SA,0.6,-34.20,138.60,260
24024,LOXTON RESEARCH CENTRE,SA,0.6,-34.44,140.60,30
24586,MOUNT MARY RNDSUP,SA,0.6,-34.13,139.42,100
31222,CAIRNS RACECOURSE,QLD,0.6,-16.95,145.75,4
33111,MARLBOROUGH HELIPAD TM,QLD,0.6,-22.82,149.89,107
35065,SPRINGSURE COMET ST,QLD,0.6,-24.12,148.09,345
45009,BALLERA GAS FIELD,QLD,0.6,-27.40,141.81,115
46138,WHITE CLIFFS (CAWNALMURTEE),NSW,0.6,-30.58,143.35,146
53115,MOREE AERO,NSW,0.6,-29.49,149.85,213
60152,COBARK,NSW,0.6,-31.96,151.73,300
61430,SINGLETON DEFENCE AWS,NSW,0.6,-32.70,151.16,125
68249,TOUGA,NSW,0.6,-34.96,150.10,533
77097,YAAPEET,VIC,0.6,-35.69,142.00,80
92157,TRIABUNNA (SALMONS FLATS),TAS,0.6,-42.51,147.90,13
8060,SOUTH HOLMWOOD,WA,0.5,-29.04,115.55,240
76038,MURRAYVILLE,VIC,0.5,-35.26,141.18,71
2021,MOUNT AMHURST,WA,0.4,-18.39,126.99,300
2072,BEDFORD DOWNS AIRSTRIP,WA,0.4,-17.28,127.46,531
8137,WONGAN HILLS,WA,0.4,-30.89,116.72,283
8240,COOLANGATTA,WA,0.4,-28.91,115.51,270
8273,ARENA,WA,0.4,-29.36,115.45,280
8296,MORAWA AIRPORT,WA,0.4,-29.20,116.02,271
8308,TARDUN HILL,WA,0.4,-28.80,115.76,340
8309,BELLENDAINE,WA,0.4,-29.30,115.66,240
10061,HAPPY VALLEY,WA,0.4,-31.14,116.96,300
10064,BOLGART BIN,WA,0.4,-31.27,116.51,240
10136,WIALKI SOUTH,WA,0.4,-30.59,118.15,400
10230,WAEEL,WA,0.4,-31.62,117.06,-999
10527,BULYEE,WA,0.4,-32.37,117.52,264
10633,RAVENSTHORPE,WA,0.4,-33.58,120.05,232
10908,YANGEDINE,WA,0.4,-32.03,116.87,260
10912,YEALERING EAST,WA,0.4,-32.59,117.64,286
11003,EUCLA,WA,0.4,-31.68,128.90,93
11019,EYRE,WA,0.4,-32.25,126.30,6
14808,BRADSHAW - ANGALLARI VALLEY (DEFENCE),NT,0.4,-15.44,130.57,60
15664,WALUNGURRU AIRPORT,NT,0.4,-23.27,129.38,454
21029,KOOLUNGA,SA,0.4,-33.59,138.33,125
21057,YACKA,SA,0.4,-33.57,138.45,165
21131,CLARE HIGH SCHOOL,SA,0.4,-33.82,138.59,395
23135,HAMLEY BRIDGE,SA,0.4,-34.37,138.67,113
23349,SADDLEWORTH (GUMDALE),SA,0.4,-34.09,138.79,337
23381,NGAPALA,SA,0.4,-34.06,139.01,509
24025,BERRI,SA,0.4,-34.27,140.60,50
24589,MONARTO SOUTH (MONARTO SECTION 307),SA,0.4,-35.13,139.11,119
24593,WOODCHESTER (CRAIORAH),SA,0.4,-35.19,138.99,92
25050,CALIPH,SA,0.4,-34.63,140.24,68
29167,CENTURY MINE,QLD,0.4,-18.76,138.71,127
31011,CAIRNS AERO,QLD,0.4,-16.87,145.75,2
32192,CARDWELL RANGE,QLD,0.4,-18.55,146.18,15
35293,HEATHWOOD AL,QLD,0.4,-24.34,148.06,312
37053,CARTERS BORE,QLD,0.4,-20.94,139.30,396
37120,WYORA,QLD,0.4,-21.90,143.10,220
44233,BAKERS BEND AL,QLD,0.4,-26.71,146.11,261
46012,WILCANNIA AERODROME AWS,NSW,0.4,-31.52,143.39,94
46126,TIBOOBURRA AIRPORT,NSW,0.4,-29.44,142.06,176
46140,WHITE CLIFFS (MT JACK),NSW,0.4,-30.87,143.71,103
47016,LAKE VICTORIA STORAGE,NSW,0.4,-34.04,141.27,26
47048,BROKEN HILL AIRPORT AWS,NSW,0.4,-32.00,141.47,281
54021,BARRABA (MOUNT LINDSAY),NSW,0.4,-30.32,150.27,869
68007,CAMDEN (BROWNLOW HILL),NSW,0.4,-34.03,150.65,61
69023,NELLIGEN (THULE ROAD),NSW,0.4,-35.65,150.15,5
75019,HAY AIRPORT AWS,NSW,0.4,-34.54,144.83,92
80023,KERANG,VIC,0.4,-35.72,143.92,82
8095,MULLEWA,WA,0.3,-28.54,115.51,268
19037,PORT GERMEIN,SA,0.3,-33.02,138.00,4
21077,BURRA COMMUNITY SCHOOL,SA,0.3,-33.68,138.94,470
36026,ISISFORD POST OFFICE,QLD,0.3,-24.26,144.44,203
43043,YULEBA GARDEN ST,QLD,0.3,-26.61,149.39,295
2077,SIDDINS CREEK,WA,0.2,-16.92,126.55,410
3027,FOSSIL DOWNS,WA,0.2,-18.14,125.78,120
3080,CURTIN AERO,WA,0.2,-17.58,123.83,78
4083,KARRATHA AERO,WA,0.2,-20.71,116.77,5
4090,ROEBOURNE AERO,WA,0.2,-20.76,117.16,11
5098,KARIJINI NORTH,WA,0.2,-22.30,118.45,474
6111,WINDERIE AIRSTRIP,WA,0.2,-25.31,115.15,200
7207,LANDOR AIRSTRIP,WA,0.2,-25.13,116.94,385
7502,GREENOUGH RVR TBRG @ YUIN,WA,0.2,-27.98,116.03,290
8237,TENINDEWA,WA,0.2,-28.69,115.28,260
8290,NORTH ISLAND,WA,0.2,-28.30,113.59,2
8297,DALWALLINU,WA,0.2,-30.28,116.67,325
8310,SOUTH HOLMWOOD ALERT,WA,0.2,-29.03,115.55,260
8318,MINDALLA TBRG,WA,0.2,-30.42,116.46,300
8320,DAISY DOWNS,WA,0.2,-28.38,115.46,294
8321,TALLERING TBRG,WA,0.2,-28.38,115.85,319
10911,LAKE GRACE,WA,0.2,-33.10,118.46,286
12305,LAVERTON AERO,WA,0.2,-28.61,122.42,464
13017,GILES METEOROLOGICAL OFFICE,WA,0.2,-25.03,128.30,598
14806,BIRRIMBA,NT,0.2,-16.42,132.09,209
16098,TARCOOLA AERO,SA,0.2,-30.71,134.58,123
18229,CULTANA (DEFENCE),SA,0.2,-32.68,137.37,171
19114,MINBURRA,SA,0.2,-32.43,138.89,332
21010,BRINKWORTH (BUNGAREE),SA,0.2,-33.75,138.56,368
21031,LAURA,SA,0.2,-33.19,138.30,248
23122,ROSEWORTHY AWS,SA,0.2,-34.51,138.68,65
24008,LYRUP,SA,0.2,-34.26,140.65,22
24530,SEDAN (SANDLETON),SA,0.2,-34.46,139.36,78
24585,SWAN REACH (PONDEROSA RNDSUP),SA,0.2,-34.51,139.53,82
25512,PARRAKIE,SA,0.2,-35.38,140.25,83
27058,HORN ISLAND,QLD,0.2,-10.58,142.29,4
31037,LOW ISLES LIGHTHOUSE,QLD,0.2,-16.38,145.56,3
31209,COOKTOWN AIRPORT,QLD,0.2,-15.45,145.19,5
32043,UPPER STONE EXELBY,QLD,0.2,-18.72,145.92,61
32195,MOUNT STUART (DEFENCE),QLD,0.2,-19.41,146.76,176
33013,COLLINSVILLE POST OFFICE,QLD,0.2,-20.55,147.85,196
35069,TAMBO POST OFFICE,QLD,0.2,-24.88,146.26,395
37059,NEW MAY DOWNS,QLD,0.2,-20.59,139.34,392
41415,WARAHGAI TM,QLD,0.2,-28.24,151.53,488
42104,SURREY TM,QLD,0.2,-28.38,149.67,190
44212,DUNVEGAN TM,QLD,0.2,-26.12,146.62,400
73029,MURRUMBURRAH (HISTORICAL SOCIETY),NSW,0.2,-34.55,148.35,370
75032,HILLSTON AIRPORT,NSW,0.2,-33.49,145.52,122
75160,HAY (NOONAMAH),NSW,0.2,-34.22,144.45,80
76006,TUTYE (BUNUROUK) COMPARISON,VIC,0.2,-35.29,141.49,60
77048,ULTIMA (POST OFFICE),VIC,0.2,-35.47,143.27,79
200283,WILLIS ISLAND,QLD,0.2,-16.29,149.97,9
200284,COCOS ISLAND AIRPORT,WA,0.2,-12.19,96.83,3
8251,KALBARRI,WA,0.1,-27.71,114.17,6
1007,TROUGHTON ISLAND,WA,0.0,-13.75,126.15,6
1019,KALUMBURU,WA,0.0,-14.30,126.65,23
1020,TRUSCOTT,WA,0.0,-14.09,126.39,51
2073,MARGARET RIVER AIRSTRIP,WA,0.0,-18.62,126.88,270
2078,LARRAWA AIRFIELD,WA,0.0,-18.83,126.53,270
2079,HALLS CREEK AIRPORT,WA,0.0,-18.23,127.67,409
3030,BIDYADANGA,WA,0.0,-18.68,121.78,11
3032,DERBY AERO,WA,0.0,-17.37,123.66,6
4004,BAMBOO CREEK,WA,0.0,-20.93,120.21,250
4019,MANDORA,WA,0.0,-19.74,120.84,8
4028,PARDOO STATION,WA,0.0,-20.11,119.58,9
4106,MARBLE BAR,WA,0.0,-21.18,119.75,182
5007,LEARMONTH AIRPORT,WA,0.0,-22.24,114.10,5
5008,MARDIE,WA,0.0,-21.19,115.98,11
5051,EXMOUTH TOWN,WA,0.0,-21.93,114.13,13
6011,CARNARVON AIRPORT,WA,0.0,-24.89,113.67,4
6022,GASCOYNE JUNCTION,WA,0.0,-25.05,115.21,144
6104,MINNIE CREEK AIRSTRIP,WA,0.0,-24.03,115.69,276
6105,SHARK BAY AIRPORT,WA,0.0,-25.89,113.58,34
6112,LYONS RIVER AIRSTRIP,WA,0.0,-24.62,115.33,198
6113,BULLARDOO TBRG,WA,0.0,-27.86,115.67,299
7045,MEEKATHARRA AIRPORT,WA,0.0,-26.61,118.54,517
7068,NINGHAN STATION,WA,0.0,-29.43,117.29,330
7081,THUNDELARRA,WA,0.0,-28.89,117.13,353
7139,PAYNES FIND,WA,0.0,-29.27,117.68,339
7176,NEWMAN AERO,WA,0.0,-23.42,119.80,524
7211,DALGETY DOWNS AIRSTRIP,WA,0.0,-25.27,116.22,307
7501,NARLOO,WA,0.0,-27.88,116.26,337
8025,CARNAMAH,WA,0.0,-29.69,115.89,268
8079,MANARRA,WA,0.0,-29.07,115.63,260
10092,MERREDIN,WA,0.0,-31.48,118.28,315
10192,JOURERDINE,WA,0.0,-30.55,118.28,435
10511,WICKEPIN SOUTH,WA,0.0,-32.80,117.50,380
10568,HYDEN,WA,0.0,-32.44,118.90,299
10905,JACUP,WA,0.0,-33.89,119.11,305
12009,NORSEMAN AERO,WA,0.0,-32.21,121.75,263
12038,KALGOORLIE-BOULDER AIRPORT,WA,0.0,-30.78,121.45,365
12071,SALMON GUMS RES.STN.,WA,0.0,-32.99,121.62,249
12241,LEONORA AERO,WA,0.0,-28.88,121.32,370
12314,LEINSTER AERO,WA,0.0,-27.84,120.70,497
12320,SOUTHERN CROSS AIRFIELD,WA,0.0,-31.24,119.36,347
13011,WARBURTON AIRFIELD,WA,0.0,-26.13,126.58,459
13015,CARNEGIE,WA,0.0,-25.80,122.98,448
13030,TELFER AERO,WA,0.0,-21.71,122.23,292
14015,DARWIN AIRPORT,NT,0.0,-12.42,130.89,30
14055,UPPER ADELAIDE RIVER,NT,0.0,-13.48,131.12,206
14059,FOELSCHE HEADLAND,NT,0.0,-14.08,131.81,203
14062,EDITH FALLS RIDGE,NT,0.0,-14.14,132.19,242
14142,PIRLANGIMPI AIRPORT,NT,0.0,-11.40,130.42,18
14144,MARRARA,NT,0.0,-12.40,130.88,16
14163,DARWIN BOTANIC GARDENS,NT,0.0,-12.44,130.84,15
14198,JABIRU AIRPORT,NT,0.0,-12.66,132.89,27
14224,WANDIE CREEK,NT,0.0,-13.81,132.20,179
14246,LEANYER,NT,0.0,-12.38,130.91,10
14254,POINT STUART,NT,0.0,-12.24,131.88,1
14266,THORAK CEMETERY,NT,0.0,-12.41,130.97,25
14272,BATCHELOR AIRPORT,NT,0.0,-13.05,131.03,104
14274,MCCLUER ISLAND,NT,0.0,-11.05,132.98,1
14277,DUM IN MIRRIE AIRSTRIP,NT,0.0,-12.64,130.37,4
14299,NGUKURR AIRPORT,NT,0.0,-14.72,134.75,15
14306,MERLIN MINE,NT,0.0,-16.82,136.33,190
14308,CROKER ISLAND AIRPORT,NT,0.0,-11.16,132.48,9
14309,MURGANELLA AIRSTRIP,NT,0.0,-11.55,132.93,10
14310,OENPELLI AIRPORT,NT,0.0,-12.33,133.01,8
14314,NOONAMAH AIRSTRIP,NT,0.0,-12.61,131.05,18
14318,EAST POINT,NT,0.0,-12.41,130.83,7
14401,WARRUWI AIRPORT,NT,0.0,-11.65,133.38,19
14404,MILINGIMBI AIRPORT,NT,0.0,-12.09,134.89,15
14405,MANINGRIDA AIRPORT,NT,0.0,-12.06,134.23,28
14412,GOVE AIRPORT,NT,0.0,-12.27,136.82,54
14517,NGAYAWILI,NT,0.0,-12.00,135.57,8
14518,GROOTE EYLANDT AIRPORT,NT,0.0,-13.97,136.46,14
14626,DALY WATERS AIRSTRIP,NT,0.0,-16.26,133.38,210
14627,BULMAN,NT,0.0,-13.67,134.34,103
14648,WEST WATERHOUSE,NT,0.0,-14.14,133.11,322
14651,SNOWDROP CREEK,NT,0.0,-13.83,133.33,384
14652,MARANBOY HILL,NT,0.0,-14.53,132.80,232
14653,CONWAYS,NT,0.0,-14.26,133.59,136
14654,CENTRAL WATERHOUSE,NT,0.0,-14.33,133.12,221
14703,CENTRE ISLAND,NT,0.0,-15.74,136.82,12
14704,MCARTHUR RIVER MINE AIRPORT,NT,0.0,-16.44,136.08,40
14723,BORROLOOLA AIRPORT,NT,0.0,-16.08,136.30,16
14730,UPPER WATERHOUSE RIVER,NT,0.0,-14.11,133.34,262
14828,SHOEING TOOL BORE,NT,0.0,-16.39,131.56,179
14829,LAJAMANU AIRPORT,NT,0.0,-18.33,130.64,316
14830,CATTLE CREEK,NT,0.0,-17.60,131.54,189
14854,SUNSHINE BORE,NT,0.0,-17.86,130.88,250
14901,DOUGLAS RIVER RESEARCH FARM,NT,0.0,-13.83,131.19,43
14906,FISH RIVER,NT,0.0,-14.19,130.88,87
14909,CENTRAL ARNHEM PLATEAU,NT,0.0,-13.33,133.09,416
14932,TINDAL RAAF,NT,0.0,-14.52,132.38,134
14947,UPPER FERGUSSON RIVER,NT,0.0,-14.01,132.21,186
14949,DELAMERE WEAPONS RANGE,NT,0.0,-15.74,131.92,221
14950,MOUNT FELIX,NT,0.0,-14.12,132.64,292
14954,BRADSHAW,NT,0.0,-14.94,130.81,75
14962,YEURALBA RIDGE,NT,0.0,-14.25,132.74,282
14965,UPPER SEVENTEEN MILE CREEK,NT,0.0,-14.19,132.40,220
14966,NITMILUK RIDGE,NT,0.0,-14.31,132.42,212
14970,FANNY CREEK,NT,0.0,-14.11,132.90,218
14972,MOUNT STOW,NT,0.0,-13.85,132.65,322
14981,BRADSHAW - KOOLENDONG VALLEY (DEFENCE),NT,0.0,-15.19,130.12,42
14982,KANGAROO FLATS (DEFENCE),NT,0.0,-12.79,130.85,50
14983,MOUNT BUNDEY NORTH (DEFENCE),NT,0.0,-12.91,131.87,83
14984,MOUNT BUNDEY SOUTH (DEFENCE),NT,0.0,-13.09,131.85,55
14986,HAYWARD CREEK (TIPPERARY),NT,0.0,-13.67,130.88,-999
15135,TENNANT CREEK AIRPORT,NT,0.0,-19.64,134.18,376
15531,HERMANNSBURG,NT,0.0,-23.95,132.77,565
15590,ALICE SPRINGS AIRPORT,NT,0.0,-23.80,133.89,546
15594,ARLTUNGA,NT,0.0,-23.46,134.68,661
15602,JERVOIS,NT,0.0,-22.95,136.14,328
15643,TERRITORY GRAPE FARM,NT,0.0,-22.45,133.64,566
15652,WATARRKA,NT,0.0,-24.29,131.55,614
15666,RABBIT FLAT,NT,0.0,-20.18,130.01,340
16001,WOOMERA AERODROME,SA,0.0,-31.16,136.81,167
16065,ANDAMOOKA,SA,0.0,-30.45,137.17,76
16096,ROXBY DOWNS (OLYMPIC DAM AERODROME),SA,0.0,-30.49,136.87,99
17024,MARREE (FARINA),SA,0.0,-30.07,138.27,91
17043,OODNADATTA AIRPORT,SA,0.0,-27.56,135.45,117
17055,MARREE (WITCHELINA STATION),SA,0.0,-30.02,138.04,165
17099,ARKAROOLA,SA,0.0,-30.31,139.34,318
17123,MOOMBA AIRPORT,SA,0.0,-28.10,140.20,38
17126,MARREE AERO,SA,0.0,-29.66,138.07,50
18120,WHYALLA AERO,SA,0.0,-33.05,137.52,9
18201,PORT AUGUSTA AERO,SA,0.0,-32.51,137.72,14
19017,HAWKER,SA,0.0,-31.90,138.44,340
19062,YONGALA,SA,0.0,-33.03,138.76,521
20028,GLUEPOT RESERVE (GLUEPOT),SA,0.0,-33.76,140.13,57
20062,YUNTA AIRSTRIP,SA,0.0,-32.57,139.56,300
21062,HALLETT (OLD CANOWIE),SA,0.0,-33.30,138.76,575
21063,PORT WAKEFIELD (PAREORA RNDSUP),SA,0.0,-34.16,138.18,13
21130,RHYNIE,SA,0.0,-34.10,138.63,212
21139,PORT PIRIE AERODROME AWS,SA,0.0,-33.24,138.00,12
23864,RED CREEK (BURWOOD),SA,0.0,-35.14,138.97,191
23921,MT BOLD (SCOTT CREEK ALERT),SA,0.0,-35.10,138.67,220
24048,RENMARK AERO,SA,0.0,-34.20,140.68,32
24578,MORGAN (BRENDA PARK STATION),SA,0.0,-34.06,139.66,42
27045,WEIPA AERO,QLD,0.0,-12.68,141.92,18
27073,COEN AIRPORT,QLD,0.0,-13.76,143.12,159
27075,SCHERGER RAAF,QLD,0.0,-12.62,142.09,39
28004,PALMERVILLE,QLD,0.0,-16.00,144.08,204
29038,KOWANYAMA AIRPORT,QLD,0.0,-15.48,141.75,10
29058,JULIA CREEK AIRPORT,QLD,0.0,-20.67,141.72,123
29063,NORMANTON AIRPORT,QLD,0.0,-17.69,141.07,18
